text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len,is_heading,heading_level,
"Start by balancing elements that only appear once on each side of the arrow. Then,",12.96000004,TimesNewRomanPSMT,0,0,0,95.90399933,491.5031128,5,82,0,,
"on each side, balance elements that appear more than once.",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,506.3831482,5,58,0,,
Step 4:,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,535.5697632,5,7,0,,
The Elementary substances are balanced last.,12.96000004,TimesNewRomanPSMT,0,0,0,99.14399719,535.453125,5,44,0,,
Step 5:,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,564.4898071,5,7,0,,
"To make all the coefficients whole numbers, the entire equation is multiplied by a",12.96000004,TimesNewRomanPSMT,0,0,0,99.14399719,564.3731689,5,82,0,,
suitable number if necessary.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,579.2531738,5,29,0,,
Class X Science,12,TimesNewRomanPSMT,0,1,0,57.38399887,751.8840332,6,15,0,,
www.vedantu.com,12,TimesNewRomanPSMT,0,0,0,260.9299927,751.8840332,6,15,0,,
6,12,TimesNewRomanPSMT,0,0,0,537.2399902,751.8840332,6,1,0,,
Types of Reactions,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,129.1697693,6,18,0,1,H2
A. Combination or Synthesis Reactions:,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,158.0897522,6,38,0,1,H3
The reactions in which two or more chemicals combine to generate a single new compound.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,187.013092,6,87,0,1,H3
Types of Combination reactions:,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,216.0797424,6,31,0,,
1. Combination of two Elements to Form a Compound,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,244.9997864,6,49,0,1,H3
Burning of hydrogen in air or oxygen to produce water.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,273.8031311,6,54,0,,
2(g),7.008722782,TimesNewRomanPSMT,0,0,0,83.71102905,311.2155762,6,4,0,,
2(g),7.008722782,TimesNewRomanPSMT,0,0,0,141.8608551,311.2155762,6,4,0,,
2,7.008722782,TimesNewRomanPSMT,0,0,0,189.3104858,311.2155762,6,1,0,,
( ),7.008722782,TimesNewRomanPSMT,0,0,0,202.2053986,311.2155762,6,3,0,,
2H,12.00780869,TimesNewRomanPSMT,0,1,1,59.42024612,302.8609924,6,2,0,,
O,12.00780869,TimesNewRomanPSMT,0,1,1,123.835434,302.8609924,6,1,0,,
+  2H O,12.00780869,TimesNewRomanPSMT,0,1,1,155.3823242,302.8609924,6,7,0,,
Hydrogen      Oxygen     Water,12.00780869,TimesNewRomanPSMT,0,1,0,62.41165924,322.5887146,6,30,0,,
l,7.008722782,TimesNewRomanPS-ItalicMT,0,0,0,204.9721069,311.9301453,6,1,0,,
â†’,12.00780869,SymbolMT,0,0,0,109.1499176,303.4326477,6,1,0,,
2. Combination Reactions involving an Element and a Compound,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,368.9797668,6,60,0,1,H3
Burning of carbon monoxide in oxygen to form carbon dioxide.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,397.7831116,6,60,0,,
(g),7.13432169,TimesNewRomanPSMT,0,0,0,82.22049713,435.9224243,6,3,0,,
2(g),7.13432169,TimesNewRomanPSMT,0,0,0,110.7378464,435.9224243,6,4,0,,
2(g),7.13432169,TimesNewRomanPSMT,0,0,0,170.8101349,435.9224548,6,4,0,,
2CO + O,12.23653507,TimesNewRomanPSMT,0,0,1,59.23006058,427.5145874,6,7,0,,
â†’,12.23653507,SymbolMT,0,0,0,130.0930481,428.0895081,6,1,0,,
2CO,12.23653507,TimesNewRomanPSMT,0,0,1,144.6616058,427.5146179,6,3,0,,
3. Combination Reactions Involving Two Compounds,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,459.8197632,6,48,0,1,H3
Combination of ammonia and hydrogen chloride to produce ammonium chloride.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,488.6231079,6,74,0,,
3(g),7.034091949,TimesNewRomanPSMT,0,0,0,86.07562256,526.578064,6,4,0,,
(g),7.034091949,TimesNewRomanPSMT,0,0,0,177.3684998,526.578064,6,3,0,,
4,7.034091949,TimesNewRomanPSMT,0,0,0,264.7261658,526.578064,6,1,0,,
(s),7.034091949,TimesNewRomanPSMT,0,0,0,280.2131348,526.578064,6,3,0,,
NH,12.05812836,TimesNewRomanPSMT,0,0,1,62.39942932,518.213501,6,2,0,,
#NAME?,12.05812836,TimesNewRomanPSMT,0,0,0,99.44152832,518.213501,6,18,0,,
NH Cl,12.05812836,TimesNewRomanPSMT,0,0,0,219.8283844,518.213501,6,5,0,,
Ammonia      Hydrogen chloride      Ammonium chloride,12.05812836,TimesNewRomanPSMT,0,0,0,62.39943314,537.9985352,6,53,0,,
Colourless           Colourless,12.05812836,TimesNewRomanPSMT,0,1,0,62.39943314,555.9787598,6,31,0,,
White,12.05812836,TimesNewRomanPSMT,0,1,0,260.2263184,555.9787598,6,5,0,,
â†’,12.05812836,SymbolMT,0,0,0,205.2488251,518.7863159,6,1,0,,
B. Decomposition Reactions:,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,617.8897705,6,27,0,1,H3
"Decomposition reactions, on the other hand, are the polar opposite of combination reactions.",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,646.8131714,6,92,0,,
A decomposition reaction occurs when a complex is broken down into two or more simple,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,661.6931152,6,85,0,,
components using heat or electricity.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,676.5931396,6,37,0,,
Class X Science,12,TimesNewRomanPSMT,0,1,0,57.38399887,751.8840332,7,15,0,,
www.vedantu.com,12,TimesNewRomanPSMT,0,0,0,260.9299927,751.8840332,7,15,0,,
7,12,TimesNewRomanPSMT,0,0,0,537.2399902,751.8840332,7,1,0,,
"Thermal decomposition occurs when a substance decomposes owing to heat, whereas",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,129.1731262,7,79,0,,
electrolytic decomposition occurs when a substance decomposes due to electricity.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,144.0531311,7,81,0,,
Electrolysis is the process of decomposing a substance by putting an electric current through,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,173.0931091,7,93,0,,
it.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,187.973114,7,3,0,,
Photolysis:,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,245.9597473,7,11,0,1,H3
The decomposition of a compound with light is called photolysis.,12.96000004,TimesNewRomanPSMT,0,0,0,117.9800034,245.8431091,7,64,0,,
"1. Mercuric oxide, when heated, undergoes thermal decomposition, to give mercury and",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,274.8831177,7,84,0,,
oxygen.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,289.7631226,7,7,0,,
Thermal decomposition,7.067799568,TimesNewRomanPSMT,0,0,0,127.2309265,320.7750549,7,21,0,,
(s),7.067799568,TimesNewRomanPSMT,0,0,0,98.04698181,329.3485413,7,3,0,,
(l),7.067799568,TimesNewRomanPSMT,0,0,0,241.0341187,329.3485718,7,3,0,,
2(g),7.067799568,TimesNewRomanPSMT,0,0,0,292.1551514,329.3485718,7,4,0,,
2HgO,12.12955379,TimesNewRomanPSMT,0,0,0,59.42268372,320.93396,7,4,0,,
2Hg    +      O,12.12955379,TimesNewRomanPSMT,0,1,0,207.8302612,320.9339905,7,15,0,,
Mercuric oxide                        Mercury        Oxygen,12.12955379,TimesNewRomanPSMT,0,0,0,62.41772079,340.7815247,7,59,0,,
Red                               Silvery liquid,12.12955379,TimesNewRomanPSMT,0,0,0,62.41772079,358.8531189,7,48,0,,
âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯â†’,12.12955379,SymbolMT,0,0,0,115.9934387,321.5096741,7,8,0,,
ï‚­,12.12955379,SymbolMT,0,0,0,307.3300171,321.5097046,7,1,0,,
"2. Similarly, heating blue copper nitrate crystals causes thermal breakdown, resulting in",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,392.0231323,7,89,0,,
"black copper oxide, reddish brown nitrogen dioxide fumes, and colourless oxygen gas.",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,406.9031067,7,84,0,,
Thermal decomposition,7.107575893,TimesNewRomanPSMT,0,0,0,151.5454865,437.3665771,7,21,0,,
3 2(s),7.107575893,TimesNewRomanPSMT,0,0,0,109.8861847,445.9259644,7,6,0,,
(s),7.107575893,TimesNewRomanPSMT,0,0,0,273.0588379,445.9259644,7,3,0,,
2(g),7.107575893,TimesNewRomanPSMT,0,0,0,330.614624,445.9259644,7,4,0,,
2(g),7.107575893,TimesNewRomanPSMT,0,0,0,374.8320313,445.9259644,7,4,0,,
2Cu(NO ),12.1941185,TimesNewRomanPSMT,0,0,0,59.40066147,437.5218506,7,8,0,,
2CuO  +     4NO,12.1941185,TimesNewRomanPSMT,0,0,0,232.0270386,437.5218811,7,15,0,,
#NAME?,12.1941185,TimesNewRomanPSMT,0,1,1,343.9863586,437.5218811,7,5,0,,
âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯â†’,12.1941185,SymbolMT,0,0,0,140.3460541,438.0975342,7,8,0,,
Copper nitrate                                  Copper          Nitrogen        Oxygen,12.08714199,TimesNewRomanPSMT,0,0,0,59.04040527,469.7185059,7,86,0,,
Blue                                           oxide             dioxide,12.32185841,TimesNewRomanPSMT,0,0,0,59.40044403,500.5586243,7,72,0,,
Black        Reddishbrown,12.34035778,TimesNewRomanPSMT,0,1,0,59.42316818,529.4520264,7,25,0,,
3. When water is acidified with a little amount of sulphuric acid and a direct current is run,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,557.7731323,7,93,0,,
"through it, electrolytic breakdown occurs, resulting in hydrogen and oxygen.",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,572.6531372,7,76,0,,
Electrolytic Decomposition,7.071288586,TimesNewRomanPSMT,0,1,0,115.8349457,603.3879395,7,26,0,,
2,7.071288586,TimesNewRomanPSMT,0,0,0,74.48698425,611.9376831,7,1,0,,
(l),7.071288586,TimesNewRomanPSMT,0,0,0,87.33652496,611.9376831,7,3,0,,
2(g),7.071288586,TimesNewRomanPSMT,0,0,0,235.4541473,611.9376831,7,4,0,,
2(g),7.071288586,TimesNewRomanPSMT,0,0,0,282.6708984,611.9376831,7,4,0,,
2H O,12.11166286,TimesNewRomanPSMT,0,1,1,59.2327652,603.5480957,7,4,0,,
2H,12.11166286,TimesNewRomanPSMT,0,1,1,208.16185,603.5480957,7,2,0,,
#NAME?,12.11166286,TimesNewRomanPSMT,0,1,1,248.8230896,603.5480957,7,5,0,,
Water                                       Hydrogen     Oxygen,12.11166286,TimesNewRomanPSMT,0,1,0,62.39864349,623.3720703,7,63,0,,
âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯â†’,12.11166286,SymbolMT,0,0,0,104.3946838,604.1226807,7,9,0,,
"4. When molten lead bromide is exposed to an electric charge, it decomposes into lead and",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,656.8931274,7,89,0,,
bromine.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,671.7731323,7,8,0,,
Class X Science,12,TimesNewRomanPSMT,0,1,0,57.38399887,751.8840332,8,15,0,,
www.vedantu.com,12,TimesNewRomanPSMT,0,0,0,260.9299927,751.8840332,8,15,0,,
8,12,TimesNewRomanPSMT,0,0,0,537.2399902,751.8840332,8,1,0,,
Electrolytic decomposition,7.071252823,TimesNewRomanPSMT,0,0,0,123.6292572,131.1750793,8,26,0,,
2,7.071252823,TimesNewRomanPSMT,0,0,0,98.27848816,139.7485504,8,1,0,,
(s),7.071252823,TimesNewRomanPSMT,0,0,0,237.8060913,139.7485809,8,3,0,,
2(l),7.071252823,TimesNewRomanPSMT,0,0,0,291.7670898,139.7485962,8,4,0,,
PbBr,12.13547993,TimesNewRomanPSMT,0,0,0,62.39863968,131.3339539,8,4,0,,
Pb    +      Br,12.13547993,TimesNewRomanPSMT,0,1,0,212.6934967,131.3339844,8,15,0,,
Lead bromide                             Lead           Bromine,12.13547993,TimesNewRomanPSMT,0,0,0,62.39864349,151.1815186,8,63,0,,
(molten),12.13547993,TimesNewRomanPSMT,0,0,0,62.39864349,169.2531281,8,8,0,,
âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯âŽ¯â†’,12.13547993,SymbolMT,0,0,0,112.2848969,131.9096985,8,9,0,,
Activity Series:,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,231.4397278,8,16,0,,
The metal activity series is a list of metals arranged in decreasing chemical,12.96000004,TimesNewRomanPSMT,0,0,0,145.3399963,231.3230896,8,77,0,,
activity order.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,246.2030945,8,15,0,,
C. A Substitution or Displacement Reaction,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,275.3597717,8,42,0,1,H3
occurs when the atoms of one element,12.96000004,TimesNewRomanPSMT,0,0,0,300.0700073,275.2431335,8,36,0,,
replace the atoms of another element in a compound's molecules. Elements in the Activity,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,290.1231079,8,88,0,,
Series that are higher in the hierarchy displace elements that are lower in the hierarchy.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,305.1231079,8,90,0,,
Electropositive elements that are more abundant displace electronegative elements that are,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,320.0031128,8,90,0,,
less abundant.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,334.8831177,8,14,0,,
"Conversely, electronegative elements with a greater charge density will displace",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,363.9231262,8,80,0,,
"electronegative elements with a lower charge density. For e.g.,",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,378.8231201,8,63,0,,
(s),7.041137218,TimesNewRomanPSMT,0,0,0,71.36845398,418.2135925,8,3,0,,
4(aq),7.041137218,TimesNewRomanPSMT,0,0,0,125.8957672,418.2135925,8,5,0,,
4(aq),7.041137218,TimesNewRomanPSMT,0,0,0,214.58638,418.213623,8,5,0,,
(s),7.041137218,TimesNewRomanPSMT,0,0,0,267.5624084,418.213623,8,3,0,,
Fe + 2CuSO,12.07020664,TimesNewRomanPSMT,0,0,0,59.2327652,409.8309326,8,10,0,,
4FeSO,12.07020664,TimesNewRomanPSMT,0,0,0,165.9294891,409.8309326,8,5,0,,
#NAME?,12.07020664,TimesNewRomanPSMT,0,1,0,230.9967651,409.8309326,8,6,0,,
Iron      Copper                        Iron (II)           Copper,12.07020664,TimesNewRomanPSMT,0,0,0,62.39863968,429.6358948,8,66,0,,
Sulphate                       Sulphate         Reddish,12.07020664,TimesNewRomanPSMT,0,1,0,62.39864349,447.6071777,8,55,0,,
â†’,12.07020664,SymbolMT,0,0,0,151.3543854,410.4049988,8,1,0,,
ï‚¯,12.07020664,SymbolMT,0,0,0,278.5164795,410.4049988,8,1,0,,
Blue                            Green             Brown,12.07020664,TimesNewRomanPSMT,0,1,0,92.37806702,465.602356,8,55,0,,
(s),7.033177853,TimesNewRomanPSMT,0,0,0,76.43734741,507.8335571,8,3,0,,
2,7.033177853,TimesNewRomanPSMT,0,0,0,134.5629578,507.8335571,8,1,0,,
4(aq),7.033177853,TimesNewRomanPSMT,0,0,0,153.9452209,507.8335571,8,5,0,,
4(aq),7.033177853,TimesNewRomanPSMT,0,0,0,235.5606537,507.8335571,8,5,0,,
2,7.033177853,TimesNewRomanPSMT,0,0,0,283.0545654,507.8335571,8,1,0,,
(g),7.033177853,TimesNewRomanPSMT,0,0,0,295.9197083,507.8335571,8,3,0,,
M,12.05656242,TimesNewRomanPSMT,0,1,1,59.2312851,499.4629822,8,1,0,,
g           + H SO,12.05656242,TimesNewRomanPSMT,0,0,0,69.91989899,499.4629822,8,18,0,,
MgSO,12.05656242,TimesNewRomanPSMT,0,0,0,194.0065918,499.4630432,8,4,0,,
#NAME?,12.05656242,TimesNewRomanPSMT,0,1,1,251.9797516,499.4630432,8,7,0,,
Magnesium      Sulphuric          Magnesium           Water,12.05656242,TimesNewRomanPSMT,0,1,0,62.41854858,519.262146,8,59,0,,
acid,12.05656242,TimesNewRomanPSMT,0,0,0,62.4185524,537.255127,8,4,0,,
Su,12.05656242,TimesNewRomanPSMT,0,1,0,196.2825317,537.255127,8,2,0,,
lphate,12.05656242,TimesNewRomanPSMT,0,0,0,236.035965,537.255127,8,6,0,,
â†’,12.05656242,SymbolMT,0,0,0,179.434967,500.0362854,8,1,0,,
(aq),7.033058643,TimesNewRomanPSMT,0,0,0,78.10514832,579.1280518,8,4,0,,
2(g),7.033058643,TimesNewRomanPSMT,0,0,0,139.4850159,579.1280518,8,4,0,,
(aq),7.033058643,TimesNewRomanPSMT,0,0,0,206.018631,579.1280518,8,4,0,,
2(s),7.033058643,TimesNewRomanPSMT,0,0,0,245.1266174,579.1280518,8,4,0,,
2,12.05635834,TimesNewRomanPSMT,0,0,0,59.23251724,570.7634888,8,1,0,,
KI,12.05635834,TimesNewRomanPSMT,0,0,1,65.22763062,570.7634888,8,2,0,,
#NAME?,12.05635834,TimesNewRomanPSMT,0,1,0,91.06729889,570.7634888,8,9,0,,
2KCl,12.05635834,TimesNewRomanPSMT,0,0,0,176.8409729,570.7634888,8,4,0,,
#NAME?,12.05635834,TimesNewRomanPSMT,0,1,1,218.9603577,570.7634888,8,5,0,,
Potassium      Chlorine      Potassium        Iodine,12.05635834,TimesNewRomanPSMT,0,1,0,62.39796448,590.5485229,8,52,0,,
Iodide,12.05635834,TimesNewRomanPSMT,0,1,0,62.39796829,608.5287476,8,6,0,,
Chl,12.05635834,TimesNewRomanPSMT,0,1,0,179.6672974,608.5287476,8,3,0,,
oride,12.05635834,TimesNewRomanPSMT,0,0,0,214.8932953,608.5287476,8,5,0,,
â†’,12.05635834,SymbolMT,0,0,0,162.249054,571.3363037,8,1,0,,
"The iodine that has been freed dissolves in the chloroform, turning it purple.",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,641.413147,8,78,0,,
Class X Science,12,TimesNewRomanPSMT,0,1,0,57.38399887,751.8840332,9,15,0,,
www.vedantu.com,12,TimesNewRomanPSMT,0,0,0,260.9299927,751.8840332,9,15,0,,
9,12,TimesNewRomanPSMT,0,0,0,537.2399902,751.8840332,9,1,0,,
D. Double Displacement Reactions / Metathesis Reactions:,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,129.2897644,9,56,0,H3,
The mutual exchange of ions,12.96000004,TimesNewRomanPSMT,0,0,0,380.4700012,129.1731262,9,27,0,,
in which two chemicals react to generate two distinct molecules.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,144.0531311,9,64,0,,
+,7.05727005,TimesNewRomanPSMT,0,0,0,68.49353027,174.763504,9,1,0,,
0,7.05727005,TimesNewRomanPSMT,0,0,0,81.17719269,174.763504,9,1,0,,
+,7.05727005,TimesNewRomanPSMT,0,0,0,101.3012543,174.7635193,9,1,0,,
0,7.05727005,TimesNewRomanPSMT,0,0,0,114.9122849,174.7635193,9,1,0,,
+,7.05727005,TimesNewRomanPSMT,0,0,0,145.9080505,174.7635345,9,1,0,,
0,7.05727005,TimesNewRomanPSMT,0,0,0,159.5190887,174.7635345,9,1,0,,
+,7.05727005,TimesNewRomanPSMT,0,0,0,179.643158,174.7635498,9,1,0,,
0,7.05727005,TimesNewRomanPSMT,0,0,0,192.3267975,174.7635498,9,1,0,,
A B +C D,12.07740784,TimesNewRomanPSMT,0,1,1,59.22930145,174.8505859,9,8,0,,
â†’,12.07740784,SymbolMT,0,0,0,122.2113571,175.4196777,9,1,0,,
A D +C B,12.07740784,TimesNewRomanPSMT,0,1,1,136.628952,174.8506165,9,8,0,,
+,7.103529453,TimesNewRomanPSMT,0,0,0,86.3256073,191.7871857,9,1,0,,
0,7.103529453,TimesNewRomanPSMT,0,0,0,102.3922119,191.7871857,9,1,0,,
+,7.103529453,TimesNewRomanPSMT,0,0,0,162.1101532,191.7872009,9,1,0,,
+,7.103529453,TimesNewRomanPSMT,0,0,0,238.8617249,191.7872162,9,1,0,,
+,7.103529453,TimesNewRomanPSMT,0,0,0,308.8585815,191.7872314,9,1,0,,
0,7.103529453,TimesNewRomanPSMT,0,0,0,324.9251709,191.7872314,9,1,0,,
(aq),7.103529453,TimesNewRomanPSMT,0,0,0,106.2814713,200.2759399,9,4,0,,
3,7.103529453,TimesNewRomanPSMT,0,0,0,184.6590271,200.2759552,9,1,0,,
3,7.103529453,TimesNewRomanPSMT,0,0,0,261.4105835,200.2759705,9,1,0,,
( ),7.103529453,TimesNewRomanPSMT,0,0,0,328.8144226,200.2759857,9,3,0,,
0,7.103529453,TimesNewRomanPSMT,0,0,0,265.0603638,191.7872162,9,1,0,,
s,7.103529453,TimesNewRomanPSMT,0,0,0,331.1110229,200.2759857,9,1,0,,
0,7.103529453,TimesNewRomanPSMT,0,0,0,188.3039856,191.7872009,9,1,0,,
Na Cl,12.1871767,TimesNewRomanPSMT,0,1,0,62.41687012,191.8718567,9,5,0,,
#NAME?,12.1871767,TimesNewRomanPSMT,0,0,0,119.2298737,191.8718719,9,9,0,,
Na NO,12.1871767,TimesNewRomanPSMT,0,0,0,217.8876495,191.8718872,9,5,0,,
#NAME?,12.1871767,TimesNewRomanPSMT,0,1,0,277.9081421,191.8719025,9,8,0,,
aq,7.103529453,TimesNewRomanPS-ItalicMT,0,0,0,192.3049316,200.9944916,9,2,0,,
aq,7.103529453,TimesNewRomanPS-ItalicMT,0,0,0,269.0493164,200.9945068,9,2,0,,
â†’,12.1871767,SymbolMT,0,0,0,203.3300018,192.447525,9,1,0,,
ï‚¯,12.1871767,SymbolMT,0,0,0,339.828186,192.4475403,9,1,0,,
Sodium chloride     Silver nitrate        Sodium nitrate    Silver chloride,12.3178854,TimesNewRomanPSMT,0,0,0,58.65615463,225.058548,9,75,0,,
White,12.31815624,TimesNewRomanPSMT,0,1,0,59.39925003,253.9585724,9,5,0,,
+,7.107132435,TimesNewRomanPSMT,0,0,0,86.69052124,283.7372131,9,1,0,,
0,7.107132435,TimesNewRomanPSMT,0,0,0,102.7519226,283.7372131,9,1,0,,
2+,7.107132435,TimesNewRomanPSMT,0,0,0,142.3604889,283.7372131,9,2,0,,
+,7.107132435,TimesNewRomanPSMT,0,0,0,239.4746246,283.7372131,9,1,0,,
2+,7.107132435,TimesNewRomanPSMT,0,0,0,307.5491333,283.7372437,9,2,0,,
(aq),7.107132435,TimesNewRomanPSMT,0,0,0,106.6186981,292.2259521,9,4,0,,
3,7.107132435,TimesNewRomanPSMT,0,0,0,172.6998901,292.2259521,9,1,0,,
0,7.107132435,TimesNewRomanPSMT,0,0,0,185.590332,283.7372131,9,1,0,,
0,7.107132435,TimesNewRomanPSMT,0,0,0,265.6601868,283.7372437,9,1,0,,
3,7.107132435,TimesNewRomanPSMT,0,0,0,262.0151367,292.2259827,9,1,0,,
0,7.107132435,TimesNewRomanPSMT,0,0,0,331.1290283,283.7372437,9,1,0,,
2,7.107132435,TimesNewRomanPSMT,0,0,0,181.7251434,292.2259521,9,1,0,,
2 ( ),7.107132435,TimesNewRomanPSMT,0,0,0,327.2434998,292.2259827,9,5,0,,
2H Cl,12.19335747,TimesNewRomanPSMT,0,1,0,62.39797974,283.8218384,9,5,0,,
#NAME?,12.19335747,TimesNewRomanPSMT,0,0,0,119.3547363,283.8218689,9,10,0,,
2 H NO,12.19335747,TimesNewRomanPSMT,0,0,1,215.1356201,283.8218689,9,6,0,,
#NAME?,12.19335747,TimesNewRomanPSMT,0,1,0,278.5261536,283.8218994,9,8,0,,
aq,7.107132435,TimesNewRomanPS-ItalicMT,0,0,0,189.5953522,292.9444885,9,2,0,,
aq,7.107132435,TimesNewRomanPS-ItalicMT,0,0,0,269.6585693,292.944519,9,2,0,,
s,7.107132435,TimesNewRomanPS-ItalicMT,0,0,0,337.9697266,292.944519,9,1,0,,
â†’,12.19335747,SymbolMT,0,0,0,200.6016235,284.397522,9,1,0,,
ï‚¯,12.19335747,SymbolMT,0,0,0,347.3357239,284.3975525,9,1,0,,
hydrochloric          Lead nitrate              Nitric acid            Lead chloride,12.09036732,TimesNewRomanPSMT,0,0,0,59.2332077,316.0185242,9,84,0,,
acid                                                                                      White,12.32184982,TimesNewRomanPSMT,0,0,0,59.40044403,346.8585815,9,95,0,,
2+,7.10704422,TimesNewRomanPSMT,0,0,0,85.3944397,376.7371826,9,2,0,,
2+,7.10704422,TimesNewRomanPSMT,0,0,0,200.417038,376.7372131,9,2,0,,
2+,7.10704422,TimesNewRomanPSMT,0,0,0,320.308136,376.7372131,9,2,0,,
2+,7.10704422,TimesNewRomanPSMT,0,0,0,386.7247009,376.7372131,9,2,0,,
4,7.10704422,TimesNewRomanPSMT,0,0,0,108.8236771,385.2259521,9,1,0,,
2,7.10704422,TimesNewRomanPSMT,0,0,0,220.0819702,385.2259521,9,1,0,,
2,7.10704422,TimesNewRomanPSMT,0,0,0,339.973053,385.2259521,9,1,0,,
0,7.10704422,TimesNewRomanPSMT,0,0,0,343.8760376,376.7372131,9,1,0,,
2,7.10704422,TimesNewRomanPSMT,0,0,0,414.1663208,376.7372131,9,1,0,,
4,7.10704422,TimesNewRomanPSMT,0,0,0,410.1618347,385.2259521,9,1,0,,
( ),7.10704422,TimesNewRomanPSMT,0,0,0,422.2864075,385.2259827,9,3,0,,
{{^ }_,12.19320583,TimesNewRomanPSMT,0,0,0,112.7316971,376.8218689,9,6,0,,
},12.19320583,TimesNewRomanPSMT,0,0,0,170.6342773,376.8218689,9,1,0,,
{{^ }_,12.19320583,TimesNewRomanPSMT,0,0,0,223.9484253,376.8218689,9,6,0,,
},12.19320583,TimesNewRomanPSMT,0,0,0,278.098999,376.8218689,9,1,0,,
Zn SO,12.19320583,TimesNewRomanPSMT,0,0,0,59.40036392,376.8218384,9,5,0,,
2-,12.19320583,TimesNewRomanPSMT,0,0,0,129.9610443,376.8218689,9,2,0,,
(aq) + Ba Cl,12.19320583,TimesNewRomanPSMT,0,0,0,151.5007477,376.8218689,9,12,0,,
0,12.19320583,TimesNewRomanPSMT,0,0,0,241.1531677,376.8218689,9,1,0,,
(aq),12.19320583,TimesNewRomanPSMT,0,0,0,258.9532471,376.8218689,9,4,0,,
Zn Cl,12.19320583,TimesNewRomanPSMT,0,1,0,300.1874084,376.8218689,9,5,0,,
aq,7.10704422,TimesNewRomanPS-ItalicMT,0,0,0,347.8809509,382.8490601,9,2,0,,
#NAME?,12.19320583,TimesNewRomanPSMT,0,0,0,356.6507874,376.8218689,9,8,0,,
s,7.10704422,TimesNewRomanPS-ItalicMT,0,0,0,425.3035889,385.944519,9,1,0,,
âˆ’,7.10704422,SymbolMT,0,0,0,417.9718933,377.0727234,9,1,0,,
â†’,12.19320583,SymbolMT,0,0,0,285.6999512,377.397522,9,1,0,,
ï‚¯,12.19320583,SymbolMT,0,0,0,434.6376038,377.397522,9,1,0,,
Zinc sulphate         Barium chloride     Zinc chloride         Barium Sulphate,12.08840275,TimesNewRomanPSMT,0,0,0,59.40051651,409.0185242,9,79,0,,
White,12.31935215,TimesNewRomanPSMT,0,1,0,59.39963531,439.8585815,9,5,0,,
Types of Double Displacement Reactions:,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,497.0197449,9,39,1,H2,
