text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len,is_heading,heading_level
questioning.,12,OCR,0,0,0,2923,4139,2,12,0,
Officials,12,OCR,0,1,0,2506,4189,2,9,0,
said,12,OCR,0,0,0,2698,4188,2,4,0,
the,12,OCR,0,0,0,2803,4188,2,3,0,
searches,12,OCR,0,0,0,2891,4188,2,8,0,
were,12,OCR,0,0,0,3088,4198,2,4,0,
carried,12,OCR,0,0,0,2481,4238,2,7,0,
out,12,OCR,0,0,0,2650,4242,2,3,0,
in,12,OCR,0,0,0,2737,4239,2,2,0,
"Srinagar,",12,OCR,0,1,0,2800,4239,2,9,0,
"Budgam,",12,OCR,0,1,0,3004,4239,2,7,0,
Pulwama,12,OCR,0,1,0,2480,4288,2,7,0,
and,12,OCR,0,0,0,2674,4288,2,3,0,
Ganderbal,12,OCR,0,1,0,2756,4288,2,9,0,
after,12,OCR,0,0,0,2972,4289,2,5,0,
obtai-,12,OCR,0,0,0,3072,4288,2,6,0,
ning,12,OCR,0,0,0,2480,4339,2,4,0,
warrants,12,OCR,0,0,0,2582,4342,2,8,0,
from,12,OCR,0,0,0,2774,4339,2,4,0,
the,12,OCR,0,0,0,2880,4338,2,3,0,
special,12,OCR,0,0,0,2953,4338,2,7,0,
NIA,12,OCR,0,0,1,3100,4339,2,3,0,
court,12,OCR,0,0,0,2481,4392,2,5,0,
in,12,OCR,0,0,0,2617,4389,2,2,0,
Srinagar,12,OCR,0,1,0,2688,4389,2,8,0,
in,12,OCR,0,0,0,2894,4389,2,2,0,
connection,12,OCR,0,0,0,2964,4389,2,10,0,
with,12,OCR,0,0,0,2482,4438,2,4,0,
FIR,12,OCR,0,0,1,2582,4439,2,3,0,
No.,12,OCR,0,1,0,2664,4439,2,3,0,
Jul-23,12,OCR,0,0,0,2740,4440,2,7,0,
under,12,OCR,0,0,0,2895,4439,2,5,0,
sections,12,OCR,0,0,0,3023,4439,2,8,0,
of,12,OCR,0,0,0,2481,4486,2,2,0,
the,12,OCR,0,0,0,2532,4486,2,3,0,
UAPA,12,OCR,0,0,1,2602,4487,2,4,0,
and,12,OCR,0,0,0,2729,4486,2,3,0,
IPC.,12,OCR,0,0,1,2809,4487,2,4,0,
“Suspicious,12,OCR,0,1,0,2507,4537,2,11,0,
technical,12,OCR,0,0,0,2756,4536,2,9,0,
signatures”,12,OCR,0,0,0,2952,4537,2,11,0,
were,12,OCR,0,0,0,2481,4596,2,4,0,
detected,12,OCR,0,0,0,2589,4586,2,8,0,
at,12,OCR,0,0,0,2766,4589,2,2,0,
ten,12,OCR,0,0,0,2815,4590,2,3,0,
"locations,",12,OCR,0,0,0,2890,4586,2,10,0,
with,12,OCR,0,0,0,3092,4586,2,4,0,
several,12,OCR,0,0,0,2481,4637,2,7,0,
suspects,12,OCR,0,0,0,2650,4640,2,8,0,
found,12,OCR,0,0,0,2843,4636,2,5,0,
using,12,OCR,0,0,0,2987,4637,2,5,0,
en-,12,OCR,0,0,0,3124,4646,2,3,0,
crypted,12,OCR,0,0,0,2481,4687,2,7,0,
messaging,12,OCR,0,0,0,2680,4686,2,9,0,
applications,12,OCR,0,0,0,2940,4686,2,12,0,
commonly,12,OCR,0,0,0,2481,4736,2,8,0,
used,12,OCR,0,0,0,2710,4737,2,4,0,
by,12,OCR,0,0,0,2818,4736,2,2,0,
terrorist,12,OCR,0,0,0,2883,4737,2,9,0,
hand-,12,OCR,0,0,0,3071,4736,2,5,0,
lers,12,OCR,0,0,0,2480,4786,2,4,0,
for,12,OCR,0,0,0,2571,4787,2,3,0,
"recruitment,",12,OCR,0,0,0,2645,4787,2,12,0,
"coordination,",12,OCR,0,0,0,2917,4786,2,13,0,
and,12,OCR,0,0,0,2481,4837,2,3,0,
financing,12,OCR,0,0,0,2561,4837,2,9,0,
of,12,OCR,0,0,0,2760,4837,2,2,0,
terror,12,OCR,0,0,0,2810,4839,2,6,0,
activities.,12,OCR,0,0,0,2939,4837,2,11,0,
“These,12,OCR,0,1,0,2507,4886,2,6,0,
individuals,12,OCR,0,0,0,2664,4886,2,11,0,
are,12,OCR,0,0,0,2907,4896,2,3,0,
suspected,12,OCR,0,0,0,2990,4887,2,9,0,
to,12,OCR,0,0,0,2480,4938,2,2,0,
be,12,OCR,0,0,0,2528,4934,2,2,0,
in,12,OCR,0,0,0,2582,4935,2,2,0,
contact,12,OCR,0,0,0,2631,4937,2,7,0,
with,12,OCR,0,0,0,2784,4934,2,4,0,
"adversaries,",12,OCR,0,0,0,2884,4934,2,12,0,
in-,12,OCR,0,0,0,3132,4935,2,3,0,
cluding,12,OCR,0,0,0,2481,4984,2,7,0,
Abdullah,12,OCR,0,1,0,2643,4984,2,8,0,
"Gazi,",12,OCR,0,1,0,2845,4985,2,5,0,
a,12,OCR,0,0,0,2960,4994,2,1,0,
Pakistan-,12,OCR,0,1,0,2996,4984,2,9,0,
“,12,OCR,0,0,0,3183,1638,2,1,0,
China’s,12,OCR,0,0,0,3224,1642,2,7,0,
refusal,12,OCR,0,0,0,3390,1643,2,7,0,
to,12,OCR,0,0,0,3543,1645,2,2,0,
join,12,OCR,0,0,0,3589,1643,2,4,0,
any,12,OCR,0,0,0,3685,1652,2,3,0,
interna-,12,OCR,0,0,0,3774,1643,2,8,0,
tional,12,OCR,0,0,0,3223,1692,2,6,0,
water-sharing,12,OCR,0,0,0,3362,1692,2,13,0,
treaty,12,OCR,0,0,0,3663,1695,2,6,0,
makes,12,OCR,0,0,0,3806,1692,2,5,0,
the,12,OCR,0,0,0,3223,1742,2,3,0,
project,12,OCR,0,0,0,3295,1743,2,7,0,
more,12,OCR,0,0,0,3442,1752,2,4,0,
alarming.,12,OCR,0,0,0,3555,1742,2,9,0,
ils.,12,OCR,0,0,0,3235,2438,2,4,0,
"Pakistan,",12,OCR,0,1,0,3300,2438,2,9,0,
on,12,OCR,0,0,0,3498,2448,2,2,0,
the,12,OCR,0,0,0,3556,2438,2,3,0,
other,12,OCR,0,0,0,3629,2438,2,5,0,
"hand,",12,OCR,0,0,0,3744,2438,2,5,0,
has,12,OCR,0,0,0,3867,2438,2,3,0,
been,12,OCR,0,0,0,3234,2488,2,4,0,
peddling,12,OCR,0,0,0,3345,2488,2,8,0,
a,12,OCR,0,0,0,3535,2498,2,1,0,
narrative,12,OCR,0,0,0,3574,2489,2,9,0,
without,12,OCR,0,0,0,3779,2488,2,7,0,
providing,12,OCR,0,0,0,3234,2538,2,9,0,
any,12,OCR,0,0,0,3441,2548,2,3,0,
evidence,12,OCR,0,0,0,3525,2538,2,8,0,
that,12,OCR,0,0,0,3712,2538,2,4,0,
it,12,OCR,0,0,0,3804,2539,2,2,0,
dow-,12,OCR,0,0,0,3843,2538,2,4,0,
ned,12,OCR,0,0,0,3234,2588,2,3,0,
six,12,OCR,0,0,0,3313,2589,2,3,0,
Indian,12,OCR,0,1,0,3377,2588,2,6,0,
jets.,12,OCR,0,0,0,3512,2589,2,5,0,
The,12,OCR,0,1,0,3601,2588,2,3,0,
claim,12,OCR,0,0,0,3686,2588,2,5,0,
has,12,OCR,0,0,0,3803,2588,2,3,0,
be-,12,OCR,0,0,0,3879,2588,2,3,0,
en,12,OCR,0,0,0,3234,2648,2,2,0,
rejected,12,OCR,0,0,0,3290,2638,2,8,0,
by,12,OCR,0,0,0,3456,2638,2,2,0,
the,12,OCR,0,0,0,3510,2638,2,3,0,
Indian,12,OCR,0,1,0,3581,2638,2,6,0,
military.,12,OCR,0,0,0,3720,2638,2,9,0,
On,12,OCR,0,1,0,3260,2689,2,2,0,
May,12,OCR,0,1,0,3329,2689,2,3,0,
"31,",12,OCR,0,0,0,3427,2691,2,3,0,
Chief,12,OCR,0,1,0,3486,2688,2,5,0,
of,12,OCR,0,0,0,3611,2689,2,2,0,
Defence,12,OCR,0,1,0,3666,2689,2,7,0,
Staff,12,OCR,0,1,0,3836,2689,2,5,0,
Gen,12,OCR,0,1,0,3235,2739,2,3,0,
Anil,12,OCR,0,1,0,3325,2738,2,4,0,
Chauhan,12,OCR,0,1,0,3425,2738,2,7,0,
said,12,OCR,0,0,0,3619,2739,2,4,0,
in,12,OCR,0,0,0,3712,2739,2,2,0,
Singapo-,12,OCR,0,1,0,3763,2738,2,8,0,
re,12,OCR,0,0,0,3234,2798,2,2,0,
that,12,OCR,0,0,0,3288,2788,2,4,0,
India,12,OCR,0,1,0,3382,2788,2,5,0,
suffered,12,OCR,0,0,0,3502,2788,2,8,0,
losses,12,OCR,0,0,0,3677,2788,2,6,0,
of,12,OCR,0,0,0,3810,2789,2,2,0,
air-,12,OCR,0,0,0,3867,2789,2,4,0,
craft,12,OCR,0,0,0,3234,2839,2,5,0,
in,12,OCR,0,0,0,3341,2839,2,2,0,
the,12,OCR,0,0,0,3392,2838,2,3,0,
"conflict,",12,OCR,0,0,0,3468,2838,2,9,0,
but,12,OCR,0,0,0,3640,2838,2,3,0,
declined,12,OCR,0,0,0,3718,2838,2,8,0,
to,12,OCR,0,0,0,3897,2841,2,2,0,
specify,12,OCR,0,0,0,3403,2886,2,7,0,
the,12,OCR,0,0,0,3556,2886,2,3,0,
losses,12,OCR,0,0,0,3633,2886,2,6,0,
in,12,OCR,0,0,0,3764,2887,2,2,0,
terms,12,OCR,0,0,0,3817,2889,2,5,0,
of,12,OCR,0,0,0,3439,2936,2,2,0,
number,12,OCR,0,0,0,3491,2936,2,6,0,
of,12,OCR,0,0,0,3658,2937,2,2,0,
platforms.,12,OCR,0,0,0,3710,2936,2,10,0,
The,12,OCR,0,1,0,3465,2986,2,3,0,
top,12,OCR,0,0,0,3567,2989,2,3,0,
military,12,OCR,0,0,0,3656,2986,2,8,0,
offi-,12,OCR,0,0,0,3853,2986,2,5,0,
cer,12,OCR,0,0,0,3409,3046,2,3,0,
said,12,OCR,0,0,0,3481,3036,2,4,0,
the,12,OCR,0,0,0,3575,3036,2,3,0,
Indian,12,OCR,0,1,0,3649,3036,2,6,0,
milita-,12,OCR,0,0,0,3796,3036,2,7,0,
ry,12,OCR,0,0,0,3401,3096,2,2,0,
struck,12,OCR,0,0,0,3463,3086,2,6,0,
deep,12,OCR,0,0,0,3615,3086,2,4,0,
inside,12,OCR,0,0,0,3728,3086,2,6,0,
Pa-,12,OCR,0,1,0,3871,3087,2,3,0,
kistani,12,OCR,0,0,0,3414,3136,2,7,0,
territory,12,OCR,0,0,0,3606,3137,2,9,0,
after,12,OCR,0,0,0,3837,3137,2,5,0,
rectifying,12,OCR,0,0,0,3418,3186,2,10,0,
tactics.,12,OCR,0,0,0,3663,3187,2,8,0,
Gen,12,OCR,0,1,0,3852,3187,2,3,0,
_,12,OCR,0,0,0,3376,3280,2,1,0,
Chauhan,12,OCR,0,1,0,3421,3236,2,7,0,
had,12,OCR,0,0,0,3629,3236,2,3,0,
also,12,OCR,0,0,0,3723,3236,2,4,0,
rejec-,12,OCR,0,0,0,3822,3237,2,6,0,
ted,12,OCR,0,0,0,3420,3287,2,3,0,
Pakistan's,12,OCR,0,0,0,3509,3286,2,10,0,
claim,12,OCR,0,0,0,3748,3286,2,5,0,
of,12,OCR,0,0,0,3890,3287,2,2,0,
downing,12,OCR,0,0,0,3411,3334,2,7,0,
six,12,OCR,0,0,0,3617,3335,2,3,0,
Indian,12,OCR,0,1,0,3700,3334,2,6,0,
jets,12,OCR,0,0,0,3859,3335,2,4,0,
Se,12,OCR,0,1,0,3213,3372,2,2,0,
sas,12,OCR,0,0,0,3470,3394,2,3,0,
“absolutely,12,OCR,0,0,0,3546,3384,2,11,0,
incor-,12,OCR,0,0,0,3812,3385,2,6,0,
T,12,OCR,0,1,1,3298,3518,2,1,0,
MMO,12,OCR,0,0,1,3506,3518,2,3,0,
based,12,OCR,0,0,0,3234,4088,2,5,0,
LeT/JeM,12,OCR,0,0,0,3358,4089,2,7,0,
"handler,”",12,OCR,0,0,0,3554,4088,2,9,0,
a,12,OCR,0,0,0,3747,4098,2,1,0,
CIK,12,OCR,0,0,1,3781,4089,2,3,0,
sta-,12,OCR,0,0,0,3869,4091,2,4,0,
tement,12,OCR,0,0,0,3233,4141,2,6,0,
said.,12,OCR,0,0,0,3381,4138,2,5,0,
The,12,OCR,0,1,0,3258,4188,2,3,0,
raids,12,OCR,0,0,0,3343,4188,2,5,0,
are,12,OCR,0,0,0,3452,4198,2,3,0,
part,12,OCR,0,0,0,3522,4192,2,4,0,
of,12,OCR,0,0,0,3612,4189,2,2,0,
an,12,OCR,0,0,0,3663,4198,2,2,0,
ongoing,12,OCR,0,0,0,3720,4189,2,7,0,
in-,12,OCR,0,0,0,3888,4189,2,3,0,
vestigation,12,OCR,0,0,0,3234,4239,2,11,0,
into,12,OCR,0,0,0,3473,4239,2,4,0,
a,12,OCR,0,0,0,3567,4248,2,1,0,
militant,12,OCR,0,0,0,3608,4239,2,8,0,
recruit-,12,OCR,0,0,0,3786,4239,2,8,0,
ment,12,OCR,0,0,0,3234,4291,2,4,0,
and,12,OCR,0,0,0,3352,4288,2,3,0,
financing,12,OCR,0,0,0,3441,4289,2,9,0,
module,12,OCR,0,0,0,3646,4289,2,6,0,
linked,12,OCR,0,0,0,3810,4288,2,6,0,
to,12,OCR,0,0,0,3233,4341,2,2,0,
Jaish-e-Mohammad,12,OCR,0,0,0,3279,4338,2,16,0,
and,12,OCR,0,0,0,3679,4339,2,3,0,
Lashkar-,12,OCR,0,1,0,3759,4338,2,8,0,
"e-Toiba,",12,OCR,0,0,0,3234,4389,2,8,0,
allegedly,12,OCR,0,0,0,3404,4388,2,9,0,
operating,12,OCR,0,0,0,3598,4389,2,9,0,
from,12,OCR,0,0,0,3801,4388,2,4,0,
a,12,OCR,0,0,0,3913,4398,2,1,0,
known,12,OCR,0,0,0,3234,4439,2,5,0,
city,12,OCR,0,0,0,3389,4439,2,4,0,
in,12,OCR,0,0,0,3483,4439,2,2,0,
Pakistan.,12,OCR,0,1,0,3540,4439,2,9,0,
Investiga-,12,OCR,0,1,0,3744,4439,2,10,0,
tors,12,OCR,0,0,0,3234,4489,2,4,0,
claimed,12,OCR,0,0,0,3321,4486,2,7,0,
access,12,OCR,0,0,0,3485,4496,2,6,0,
to,12,OCR,0,0,0,3619,4490,2,2,0,
the,12,OCR,0,0,0,3665,4486,2,3,0,
encrypted,12,OCR,0,0,0,3737,4486,2,9,0,
app,12,OCR,0,0,0,3234,4546,2,3,0,
server,12,OCR,0,0,0,3331,4546,2,6,0,
confirmed,12,OCR,0,0,0,3481,4536,2,9,0,
continuous,12,OCR,0,0,0,3714,4537,2,10,0,
contact,12,OCR,0,0,0,3235,4589,2,7,0,
between,12,OCR,0,0,0,3392,4586,2,7,0,
handlers,12,OCR,0,0,0,3567,4586,2,8,0,
and,12,OCR,0,0,0,3756,4586,2,3,0,
local,12,OCR,0,0,0,3842,4586,2,5,0,
"youth,",12,OCR,0,0,0,3234,4636,2,6,0,
aimed,12,OCR,0,0,0,3370,4636,2,5,0,
at,12,OCR,0,0,0,3504,4639,2,2,0,
radicalising,12,OCR,0,0,0,3551,4636,2,12,0,
and,12,OCR,0,0,0,3800,4636,2,3,0,
re-,12,OCR,0,0,0,3884,4646,2,3,0,
cruiting,12,OCR,0,0,0,3235,4682,2,8,0,
them.,12,OCR,0,0,0,3413,4686,2,5,0,
Digital,12,OCR,0,1,0,3259,4736,2,7,0,
devices,12,OCR,0,0,0,3413,4736,2,7,0,
and,12,OCR,0,0,0,3577,4736,2,3,0,
documentary,12,OCR,0,0,0,3670,4736,2,11,0,
evidence,12,OCR,0,0,0,3234,4786,2,8,0,
“having,12,OCR,0,0,0,3420,4786,2,7,0,
bearing,12,OCR,0,0,0,3586,4786,2,7,0,
on,12,OCR,0,0,0,3750,4796,2,2,0,
the,12,OCR,0,0,0,3809,4786,2,3,0,
ca-,12,OCR,0,0,0,3882,4796,2,3,0,
se”,12,OCR,0,0,0,3235,4837,2,3,0,
were,12,OCR,0,0,0,3317,4846,2,4,0,
seized,12,OCR,0,0,0,3433,4837,2,6,0,
during,12,OCR,0,0,0,3575,4836,2,6,0,
the,12,OCR,0,0,0,3730,4836,2,3,0,
opera-,12,OCR,0,0,0,3814,4846,2,6,0,
tion.,12,OCR,0,0,0,3234,4887,2,5,0,
Officials,12,OCR,0,1,0,3344,4886,2,9,0,
said,12,OCR,0,0,0,3530,4886,2,4,0,
the,12,OCR,0,0,0,3629,4887,2,3,0,
seized,12,OCR,0,0,0,3711,4887,2,6,0,
data,12,OCR,0,0,0,3851,4886,2,4,0,
would,12,OCR,0,0,0,3235,4934,2,5,0,
be,12,OCR,0,0,0,3373,4934,2,2,0,
"analysed,",12,OCR,0,0,0,3435,4934,2,9,0,
with,12,OCR,0,0,0,3640,4934,2,4,0,
leads,12,OCR,0,0,0,3747,4934,2,5,0,
for-,12,OCR,0,0,0,3866,4935,2,4,0,
ming,12,OCR,0,0,0,3234,4985,2,4,0,
the,12,OCR,0,0,0,3345,4984,2,3,0,
basis,12,OCR,0,0,0,3414,4984,2,5,0,
for,12,OCR,0,0,0,3522,4985,2,3,0,
further,12,OCR,0,0,0,3585,4984,2,7,0,
action.,12,OCR,0,0,0,3738,4985,2,7,0,
From,12,OCR,0,1,0,2646,5189,2,4,0,
Balasore,12,OCR,0,1,0,2936,5187,2,8,1,H2
to,12,OCR,0,0,0,3383,5200,2,2,1,H2
Puri:,12,OCR,0,1,0,3507,5189,2,5,1,H2
Back-to-Back,12,OCR,0,0,0,2645,5331,2,12,1,H2
Crimes,12,OCR,0,1,0,3333,5331,2,6,1,H2
Against,12,OCR,0,1,0,2640,5477,2,7,1,H2
Girls,12,OCR,0,1,0,3035,5477,2,5,1,H2
Raise,12,OCR,0,1,0,3296,5479,2,5,1,H2
Alarm,12,OCR,0,1,0,3579,5477,2,5,1,H2
The,12,OCR,0,1,0,2646,5624,2,3,0,
Odisha,12,OCR,0,1,0,2733,5623,2,6,0,
government,12,OCR,0,0,0,2884,5626,2,10,0,
is,12,OCR,0,0,0,3138,5624,2,2,0,
reel-,12,OCR,0,0,0,3177,5624,2,5,0,
ing,12,OCR,0,0,0,2647,5674,2,3,0,
under,12,OCR,0,0,0,2726,5674,2,5,0,
fresh,12,OCR,0,0,0,2861,5674,2,5,0,
criticism,12,OCR,0,0,0,2980,5674,2,9,0,
over,12,OCR,0,0,0,3177,5683,2,4,0,
the,12,OCR,0,0,0,3313,5620,2,3,0,
defensive.,12,OCR,0,0,0,3388,5624,2,10,0,
Former,12,OCR,0,1,0,3316,5674,2,6,0,
Odisha,12,OCR,0,1,0,3500,5673,2,6,0,
chief,12,OCR,0,0,0,3668,5674,2,5,0,
minis-,12,OCR,0,0,0,3798,5674,2,6,0,
ter,12,OCR,0,0,0,3317,5725,2,3,0,
Naveen,12,OCR,0,1,0,3406,5724,2,6,0,
Patnaik,12,OCR,0,1,0,3592,5723,2,7,0,
lashed,12,OCR,0,0,0,3792,5723,2,6,0,
ercise,12,OCR,0,0,0,232,5724,2,6,0,
restraint,12,OCR,0,0,0,362,5724,2,9,0,
and,12,OCR,0,0,0,552,5724,2,3,0,
avoid,12,OCR,0,0,0,639,5723,2,5,0,
giving,12,OCR,0,0,0,758,5724,2,6,0,
the,12,OCR,0,0,0,895,5724,2,3,0,
opposition,12,OCR,0,0,0,970,5724,2,10,0,
am-,12,OCR,0,0,0,1195,5733,2,3,0,
munition,12,OCR,0,0,0,232,5774,2,8,0,
to,12,OCR,0,0,0,430,5776,2,2,0,
target,12,OCR,0,0,0,476,5776,2,6,0,
the,12,OCR,0,0,0,603,5774,2,3,0,
government.,12,OCR,0,0,0,676,5776,2,11,0,
The,12,OCR,0,1,0,255,5824,2,3,0,
latest,12,OCR,0,0,0,358,5824,2,6,0,
controversy,12,OCR,0,0,0,493,5825,2,11,0,
erupted,12,OCR,0,0,0,761,5824,2,7,0,
when,12,OCR,0,0,0,944,5823,2,4,0,
DMK,12,OCR,0,0,1,232,5874,2,3,0,
Rajya,12,OCR,0,1,0,361,5874,2,5,0,
Sabha,12,OCR,0,1,0,502,5873,2,5,0,
MP,12,OCR,0,0,1,650,5874,2,2,0,
Tiruchi,12,OCR,0,1,0,739,5873,2,7,0,
"Siva,",12,OCR,0,1,0,920,5874,2,5,0,
speaking,12,OCR,0,0,0,232,5924,2,8,0,
at,12,OCR,0,0,0,450,5926,2,2,0,
a,12,OCR,0,0,0,512,5933,2,1,0,
party,12,OCR,0,0,0,556,5926,2,5,0,
meeting,12,OCR,0,0,0,696,5924,2,7,0,
in,12,OCR,0,0,0,894,5924,2,2,0,
Pe-,12,OCR,0,1,0,959,5924,2,3,0,
rambur,12,OCR,0,0,0,232,5973,2,6,0,
on,12,OCR,0,0,0,416,5983,2,2,0,
July,12,OCR,0,1,0,483,5973,2,4,0,
"16,",12,OCR,0,0,0,593,5976,2,3,0,
claimed,12,OCR,0,0,0,664,5974,2,7,0,
that,12,OCR,0,0,0,849,5973,2,4,0,
for-,12,OCR,0,0,0,952,5973,2,4,0,
mer,12,OCR,0,0,0,232,6031,2,3,0,
chief,12,OCR,0,0,0,329,6021,2,5,0,
minister,12,OCR,0,0,0,452,6022,2,8,0,
and,12,OCR,0,0,0,649,6021,2,3,0,
Congress,12,OCR,0,1,0,741,6022,2,8,0,
stal-,12,OCR,0,0,0,953,6022,2,5,0,
wart,12,OCR,0,0,0,233,6073,2,4,0,
K,12,OCR,0,1,1,345,6072,2,1,0,
Kamaraj,12,OCR,0,1,0,390,6072,2,7,0,
“couldn’t,12,OCR,0,0,0,597,6071,2,9,0,
sleep,12,OCR,0,0,0,808,6071,2,5,0,
with-,12,OCR,0,0,0,929,6071,2,5,0,
out,12,OCR,0,0,0,232,6123,2,3,0,
AC”,12,OCR,0,0,1,318,6122,2,3,0,
and,12,OCR,0,0,0,422,6121,2,3,0,
had,12,OCR,0,0,0,518,6121,2,3,0,
requested,12,OCR,0,0,0,615,6121,2,9,0,
then,12,OCR,0,0,0,845,6121,2,4,0,
CM,12,OCR,0,0,1,961,6122,2,2,0,
Karunanidhi,12,OCR,0,1,0,232,6171,2,11,0,
to,12,OCR,0,0,0,529,6174,2,2,0,
install,12,OCR,0,0,0,583,6171,2,7,0,
ACs,12,OCR,0,0,0,733,6172,2,3,0,
in,12,OCR,0,0,0,828,6172,2,2,0,
all,12,OCR,0,0,0,883,6171,2,3,0,
gov-,12,OCR,0,0,0,949,6181,2,4,0,
ernment,12,OCR,0,0,0,232,6223,2,7,0,
guest,12,OCR,0,0,0,430,6223,2,5,0,
houses.,12,OCR,0,0,0,552,6222,2,7,0,
Sivasaid,12,OCR,0,1,0,723,6221,2,8,0,
Karu-,12,OCR,0,1,0,916,6222,2,5,0,
nanidhi,12,OCR,0,0,0,232,6271,2,7,0,
obliged,12,OCR,0,0,0,413,6271,2,7,0,
the,12,OCR,0,0,0,581,6272,2,3,0,
request.,12,OCR,0,0,0,659,6273,2,8,0,
The,12,OCR,0,1,0,256,6322,2,3,0,
remark,12,OCR,0,0,0,346,6322,2,6,0,
drew,12,OCR,0,0,0,509,6322,2,4,0,
sharp,12,OCR,0,0,0,622,6321,2,5,0,
criticism,12,OCR,0,0,0,751,6322,2,9,0,
from,12,OCR,0,0,0,944,6322,2,4,0,
DMK’s,12,OCR,0,0,0,232,6372,2,5,0,
ally,12,OCR,0,0,0,387,6371,2,4,0,
"Congress,",12,OCR,0,1,0,480,6372,2,9,0,
with,12,OCR,0,0,0,696,6371,2,4,0,
leaders,12,OCR,0,0,0,804,6372,2,7,0,
like,12,OCR,0,0,0,968,6371,2,4,0,
Manickam,12,OCR,0,1,0,232,6421,2,8,0,
Tagore,12,OCR,0,1,0,462,6422,2,6,0,
and,12,OCR,0,0,0,614,6421,2,3,0,
Jothimani,12,OCR,0,1,0,701,6421,2,9,0,
demanding,12,OCR,0,0,0,924,6422,2,9,0,
an,12,OCR,0,0,0,1163,6431,2,2,0,
apol-,12,OCR,0,0,0,1224,6421,2,5,0,
ed,12,OCR,0,0,0,1651,5724,2,2,0,
people,12,OCR,0,0,0,1708,5724,2,6,0,
who,12,OCR,0,0,0,1851,5724,2,3,0,
plan,12,OCR,0,0,0,1946,5723,2,4,0,
to,12,OCR,0,0,0,2046,5726,2,2,0,
stir,12,OCR,0,0,0,2097,5724,2,4,0,
trouble,12,OCR,0,0,0,2177,5723,2,7,0,
and,12,OCR,0,0,0,2335,5724,2,3,0,
revel,12,OCR,0,0,0,2422,5724,2,5,0,
init...,12,OCR,0,0,0,1655,5774,2,7,0,
Itisnotright,12,OCR,0,1,0,1783,5774,2,12,0,
to,12,OCR,0,0,0,2042,5775,2,2,0,
have,12,OCR,0,0,0,2087,5774,2,4,0,
controversial,12,OCR,0,0,0,2188,5773,2,13,0,
de-,12,OCR,0,0,0,2464,5774,2,3,0,
bates,12,OCR,0,0,0,1628,5824,2,5,0,
in,12,OCR,0,0,0,1751,5824,2,2,0,
public,12,OCR,0,0,0,1808,5823,2,6,0,
about,12,OCR,0,0,0,1950,5823,2,5,0,
such,12,OCR,0,0,0,2081,5824,2,4,0,
a,12,OCR,0,0,0,2192,5833,2,1,0,
great,12,OCR,0,0,0,2231,5826,2,5,0,
"leader,",12,OCR,0,0,0,2351,5823,2,7,0,
a,12,OCR,0,0,0,2499,5833,2,1,0,
great,12,OCR,0,0,0,1651,5876,2,5,0,
Tamilian.,12,OCR,0,1,0,1766,5874,2,9,0,
Any,12,OCR,0,1,0,1973,5874,2,3,0,
opinion,12,OCR,0,0,0,2070,5874,2,7,0,
shared,12,OCR,0,0,0,2237,5873,2,6,0,
should,12,OCR,0,0,0,2385,5874,2,6,0,
be,12,OCR,0,0,0,1657,5924,2,2,0,
in,12,OCR,0,0,0,1716,5924,2,2,0,
a,12,OCR,0,0,0,1769,5933,2,1,0,
manner,12,OCR,0,0,0,1804,5933,2,6,0,
that,12,OCR,0,0,0,1977,5924,2,4,0,
upholds,12,OCR,0,0,0,2069,5923,2,7,0,
the,12,OCR,0,0,0,2244,5924,2,3,0,
dignity,12,OCR,0,0,0,2319,5923,2,7,0,
of,12,OCR,0,0,0,2476,5924,2,2,0,
respected,12,OCR,0,0,0,1649,5974,2,9,0,
leaders...,12,OCR,0,0,0,1858,5973,2,10,0,
"debates,”",12,OCR,0,0,0,1662,6022,2,9,0,
Stalin,12,OCR,0,1,0,1855,6022,2,6,0,
posted,12,OCR,0,0,0,1982,6022,2,6,0,
on,12,OCR,0,0,0,2120,6031,2,2,0,
X,12,OCR,0,1,1,2177,6022,2,1,0,
on,12,OCR,0,0,0,2216,6031,2,2,0,
July,12,OCR,0,1,0,2273,6022,2,4,0,
17,12,OCR,0,0,0,2368,6024,2,3,0,
This,12,OCR,0,1,0,1701,6072,2,4,0,
is,12,OCR,0,0,0,1804,6072,2,2,0,
not,12,OCR,0,0,0,1846,6074,2,3,0,
the,12,OCR,0,0,0,1920,6072,2,3,0,
first,12,OCR,0,0,0,1993,6072,2,5,0,
time,12,OCR,0,0,0,2087,6072,2,4,0,
Stalin,12,OCR,0,1,0,2189,6072,2,6,0,
has,12,OCR,0,0,0,2317,6072,2,3,0,
had,12,OCR,0,0,0,2397,6071,2,3,0,
to,12,OCR,0,0,0,2483,6074,2,2,0,
intervene.,12,OCR,0,0,0,1687,6122,2,10,0,
In,12,OCR,0,1,0,1899,6123,2,2,0,
"April,",12,OCR,0,1,0,1952,6121,2,6,0,
state,12,OCR,0,0,0,2089,6123,2,5,0,
IT,12,OCR,0,0,1,2200,6122,2,2,0,
minister,12,OCR,0,0,0,2256,6122,2,8,0,
Pa-,12,OCR,0,1,0,2452,6122,2,3,0,
lanivel,12,OCR,0,0,0,1686,6171,2,7,0,
Thiaga,12,OCR,0,1,0,1856,6172,2,6,0,
Rajan,12,OCR,0,1,0,2033,6172,2,5,0,
